,datetime,method,gender,age,total
1123,04-12-2023 07:35:00,ENTER,male,40,-68
1124,04-12-2023 07:40:00,EXIT,male,12,-69
1125,04-12-2023 07:45:00,ENTER,male,44,-68
1126,04-12-2023 07:50:00,EXIT,male,66,-69
1127,04-12-2023 07:55:00,ENTER,female,9,-68
1128,04-12-2023 08:00:00,EXIT,male,86,-69
1129,04-12-2023 08:05:00,EXIT,male,92,-70
1130,04-12-2023 08:10:00,ENTER,female,44,-69
1131,04-12-2023 08:15:00,ENTER,female,8,-68
1132,04-12-2023 08:20:00,ENTER,male,76,-67
1133,04-12-2023 08:25:00,ENTER,female,51,-66
1134,04-12-2023 08:30:00,EXIT,male,23,-67
1135,04-12-2023 08:35:00,ENTER,female,18,-66
1136,04-12-2023 08:40:00,EXIT,female,44,-67
1137,04-12-2023 08:45:00,ENTER,female,59,-66
1138,04-12-2023 08:50:00,EXIT,female,71,-67
1139,04-12-2023 08:55:00,EXIT,female,83,-68
1140,04-12-2023 09:00:00,EXIT,female,95,-69
1141,04-12-2023 09:05:00,ENTER,female,77,-68
1142,04-12-2023 09:10:00,EXIT,male,39,-69
1143,04-12-2023 09:15:00,ENTER,male,68,-68
1144,04-12-2023 09:20:00,EXIT,female,36,-69
1145,04-12-2023 09:25:00,EXIT,male,69,-70
1146,04-12-2023 09:30:00,ENTER,male,87,-69
1147,04-12-2023 09:35:00,EXIT,male,61,-70
1148,04-12-2023 09:40:00,EXIT,female,60,-71
1149,04-12-2023 09:45:00,ENTER,female,88,-70
1150,04-12-2023 09:50:00,EXIT,male,54,-71
1151,04-12-2023 09:55:00,ENTER,female,59,-70
1152,04-12-2023 10:00:00,EXIT,female,23,-71
1153,04-12-2023 10:05:00,EXIT,female,72,-72
1154,04-12-2023 10:10:00,EXIT,female,99,-73
1155,04-12-2023 10:15:00,EXIT,female,42,-74
1156,04-12-2023 10:20:00,ENTER,female,91,-73
1157,04-12-2023 10:25:00,EXIT,male,81,-74
1158,04-12-2023 10:30:00,ENTER,female,94,-73
1159,04-12-2023 10:35:00,ENTER,male,29,-72
1160,04-12-2023 10:40:00,EXIT,male,8,-73
1161,04-12-2023 10:45:00,EXIT,male,78,-74
1162,04-12-2023 10:50:00,EXIT,female,26,-75
1163,04-12-2023 10:55:00,ENTER,female,80,-74
1164,04-12-2023 11:00:00,ENTER,male,44,-73
1165,04-12-2023 11:05:00,EXIT,male,82,-74
1166,04-12-2023 11:10:00,EXIT,male,53,-75
1167,04-12-2023 11:15:00,ENTER,male,60,-74
1168,04-12-2023 11:20:00,ENTER,male,77,-73
1169,04-12-2023 11:25:00,EXIT,female,24,-74
1170,04-12-2023 11:30:00,ENTER,male,40,-73
1171,04-12-2023 11:35:00,ENTER,male,34,-72
1172,04-12-2023 11:40:00,EXIT,male,74,-73
1173,04-12-2023 11:45:00,ENTER,male,87,-72
1174,04-12-2023 11:50:00,EXIT,male,55,-73
1175,04-12-2023 11:55:00,EXIT,male,16,-74
1176,04-12-2023 12:00:00,ENTER,female,36,-73
1177,04-12-2023 12:05:00,EXIT,female,55,-74
1178,04-12-2023 12:10:00,EXIT,male,91,-75
1179,04-12-2023 12:15:00,EXIT,male,27,-76
1180,04-12-2023 12:20:00,EXIT,female,66,-77
1181,04-12-2023 12:25:00,EXIT,male,73,-78
1182,04-12-2023 12:30:00,EXIT,male,13,-79
1183,04-12-2023 12:35:00,EXIT,female,62,-80
1184,04-12-2023 12:40:00,ENTER,male,88,-79
1185,04-12-2023 12:45:00,EXIT,female,44,-80
1186,04-12-2023 12:50:00,EXIT,female,19,-81
1187,04-12-2023 12:55:00,ENTER,female,40,-80
1188,04-12-2023 13:00:00,ENTER,female,38,-79
1189,04-12-2023 13:05:00,EXIT,male,76,-80
1190,04-12-2023 13:10:00,EXIT,male,52,-81
1191,04-12-2023 13:15:00,EXIT,female,51,-82
1192,04-12-2023 13:20:00,ENTER,male,20,-81
1193,04-12-2023 13:25:00,ENTER,male,25,-80
1194,04-12-2023 13:30:00,ENTER,female,41,-79
1195,04-12-2023 13:35:00,EXIT,male,72,-80
1196,04-12-2023 13:40:00,ENTER,male,68,-79
1197,04-12-2023 13:45:00,ENTER,male,90,-78
1198,04-12-2023 13:50:00,ENTER,female,86,-77
1199,04-12-2023 13:55:00,ENTER,male,51,-76
1200,04-12-2023 14:00:00,ENTER,male,71,-75
1201,04-12-2023 14:05:00,EXIT,male,52,-76
1202,04-12-2023 14:10:00,EXIT,male,46,-77
1203,04-12-2023 14:15:00,ENTER,female,47,-76
1204,04-12-2023 14:20:00,EXIT,female,95,-77
1205,04-12-2023 14:25:00,ENTER,male,41,-76
1206,04-12-2023 14:30:00,EXIT,female,7,-77
1207,04-12-2023 14:35:00,ENTER,male,54,-76
1208,04-12-2023 14:40:00,EXIT,male,90,-77
1209,04-12-2023 14:45:00,EXIT,male,82,-78
1210,04-12-2023 14:50:00,ENTER,male,50,-77
1211,04-12-2023 14:55:00,EXIT,female,80,-78
1212,04-12-2023 15:00:00,EXIT,female,73,-79
1213,04-12-2023 15:05:00,EXIT,female,54,-80
1214,04-12-2023 15:10:00,ENTER,male,54,-79
1215,04-12-2023 15:15:00,EXIT,male,32,-80
1216,04-12-2023 15:20:00,ENTER,male,38,-79
1217,04-12-2023 15:25:00,EXIT,male,87,-80
1218,04-12-2023 15:30:00,ENTER,female,13,-79
1219,04-12-2023 15:35:00,EXIT,male,61,-80
1220,04-12-2023 15:40:00,ENTER,male,18,-79
1221,04-12-2023 15:45:00,EXIT,male,84,-80
1222,04-12-2023 15:50:00,ENTER,male,60,-79
1223,04-12-2023 15:55:00,EXIT,male,32,-80
1224,04-12-2023 16:00:00,EXIT,female,96,-81
1225,04-12-2023 16:05:00,ENTER,male,43,-80
1226,04-12-2023 16:10:00,ENTER,female,40,-79
1227,04-12-2023 16:15:00,EXIT,female,80,-80
1228,04-12-2023 16:20:00,EXIT,male,42,-81
1229,04-12-2023 16:25:00,EXIT,female,52,-82
1230,04-12-2023 16:30:00,EXIT,female,25,-83
1231,04-12-2023 16:35:00,EXIT,female,76,-84
1232,04-12-2023 16:40:00,EXIT,female,10,-85
1233,04-12-2023 16:45:00,ENTER,female,43,-84
1234,04-12-2023 16:50:00,ENTER,male,92,-83
1235,04-12-2023 16:55:00,EXIT,male,88,-84
1236,04-12-2023 17:00:00,ENTER,male,84,-83
1237,04-12-2023 17:05:00,ENTER,female,79,-82
1238,04-12-2023 17:10:00,ENTER,male,78,-81
1239,04-12-2023 17:15:00,ENTER,female,97,-80
1240,04-12-2023 17:20:00,ENTER,female,8,-79
1241,04-12-2023 17:25:00,ENTER,male,40,-78
1242,04-12-2023 17:30:00,EXIT,male,79,-79
1243,04-12-2023 17:35:00,ENTER,male,88,-78
1244,04-12-2023 17:40:00,ENTER,female,15,-77
1245,04-12-2023 17:45:00,ENTER,male,77,-76
1246,04-12-2023 17:50:00,EXIT,male,50,-77
1247,04-12-2023 17:55:00,EXIT,male,12,-78
1248,04-12-2023 18:00:00,ENTER,female,94,-77
1249,04-12-2023 18:05:00,ENTER,male,38,-76
1250,04-12-2023 18:10:00,ENTER,female,60,-75
1251,04-12-2023 18:15:00,EXIT,male,93,-76
1252,04-12-2023 18:20:00,ENTER,male,22,-75
1253,04-12-2023 18:25:00,ENTER,female,33,-74
1254,04-12-2023 18:30:00,ENTER,male,46,-73
1255,04-12-2023 18:35:00,EXIT,female,33,-74
1256,04-12-2023 18:40:00,EXIT,female,31,-75
1257,04-12-2023 18:45:00,EXIT,male,58,-76
1258,04-12-2023 18:50:00,EXIT,male,9,-77
1259,04-12-2023 18:55:00,ENTER,male,86,-76
1260,04-12-2023 19:00:00,EXIT,female,52,-77
1261,04-12-2023 19:05:00,EXIT,male,76,-78
1262,04-12-2023 19:10:00,EXIT,male,7,-79
1263,04-12-2023 19:15:00,EXIT,female,97,-80
1264,04-12-2023 19:20:00,ENTER,male,51,-79
1265,04-12-2023 19:25:00,ENTER,female,93,-78
1266,04-12-2023 19:30:00,ENTER,male,60,-77
1267,04-12-2023 19:35:00,ENTER,male,30,-76
1268,04-12-2023 19:40:00,ENTER,female,49,-75
1269,04-12-2023 19:45:00,EXIT,male,69,-76
1270,04-12-2023 19:50:00,EXIT,female,29,-77
1271,04-12-2023 19:55:00,ENTER,male,94,-76
1272,04-12-2023 20:00:00,EXIT,male,84,-77
1273,04-12-2023 20:05:00,ENTER,female,18,-76
1274,04-12-2023 20:10:00,ENTER,male,64,-75
1275,04-12-2023 20:15:00,EXIT,male,47,-76
1276,04-12-2023 20:20:00,ENTER,female,68,-75
1277,04-12-2023 20:25:00,EXIT,male,56,-76
1278,04-12-2023 20:30:00,ENTER,female,26,-75
1279,04-12-2023 20:35:00,EXIT,male,48,-76
1280,04-12-2023 20:40:00,ENTER,male,56,-75
1281,04-12-2023 20:45:00,EXIT,female,15,-76
1282,04-12-2023 20:50:00,EXIT,male,34,-77
1283,04-12-2023 20:55:00,ENTER,female,88,-76
1284,04-12-2023 21:00:00,EXIT,male,20,-77
1285,04-12-2023 21:05:00,ENTER,male,17,-76
1286,04-12-2023 21:10:00,ENTER,male,76,-75
1287,04-12-2023 21:15:00,ENTER,female,62,-74
1288,04-12-2023 21:20:00,EXIT,male,42,-75
1289,04-12-2023 21:25:00,ENTER,female,100,-74
1290,04-12-2023 21:30:00,ENTER,female,9,-73
1291,04-12-2023 21:35:00,ENTER,female,86,-72
1292,04-12-2023 21:40:00,ENTER,female,44,-71
1293,04-12-2023 21:45:00,ENTER,female,72,-70
1294,04-12-2023 21:50:00,ENTER,male,68,-69
1295,04-12-2023 21:55:00,EXIT,female,11,-70
1296,04-12-2023 22:00:00,ENTER,male,41,-69
1297,04-12-2023 22:05:00,ENTER,male,10,-68
1298,04-12-2023 22:10:00,EXIT,female,100,-69
1299,04-12-2023 22:15:00,ENTER,male,53,-68
1300,04-12-2023 22:20:00,ENTER,female,87,-67
1301,04-12-2023 22:25:00,ENTER,male,83,-66
1302,04-12-2023 22:30:00,ENTER,male,56,-65
1303,04-12-2023 22:35:00,EXIT,female,62,-66
1304,04-12-2023 22:40:00,ENTER,female,75,-65
1305,04-12-2023 22:45:00,EXIT,female,58,-66
1306,04-12-2023 22:50:00,EXIT,male,35,-67
1307,04-12-2023 22:55:00,ENTER,male,33,-66
1308,04-12-2023 23:00:00,EXIT,male,80,-67
1309,04-12-2023 23:05:00,EXIT,male,52,-68
1310,04-12-2023 23:10:00,EXIT,male,19,-69
1311,04-12-2023 23:15:00,EXIT,male,80,-70
1312,04-12-2023 23:20:00,EXIT,male,94,-71
1313,04-12-2023 23:25:00,EXIT,male,16,-72
1314,04-12-2023 23:30:00,ENTER,female,48,-71
1315,04-12-2023 23:35:00,EXIT,female,75,-72
1316,04-12-2023 23:40:00,EXIT,male,10,-73
1317,04-12-2023 23:45:00,ENTER,male,87,-72
1318,04-12-2023 23:50:00,EXIT,male,31,-73
1319,04-12-2023 23:55:00,ENTER,female,36,-72
1320,05-12-2023 00:00:00,EXIT,male,90,-73
1321,05-12-2023 00:05:00,EXIT,female,77,-74
1322,05-12-2023 00:10:00,ENTER,male,88,-73
1323,05-12-2023 00:15:00,EXIT,female,72,-74
1324,05-12-2023 00:20:00,EXIT,male,56,-75
1325,05-12-2023 00:25:00,ENTER,female,87,-74
1326,05-12-2023 00:30:00,EXIT,male,15,-75
1327,05-12-2023 00:35:00,ENTER,male,96,-74
1328,05-12-2023 00:40:00,ENTER,female,64,-73
1329,05-12-2023 00:45:00,EXIT,male,74,-74
1330,05-12-2023 00:50:00,ENTER,male,17,-73
1331,05-12-2023 00:55:00,ENTER,male,97,-72
1332,05-12-2023 01:00:00,EXIT,female,86,-73
1333,05-12-2023 01:05:00,EXIT,male,25,-74
1334,05-12-2023 01:10:00,ENTER,female,94,-73
1335,05-12-2023 01:15:00,ENTER,female,73,-72
1336,05-12-2023 01:20:00,ENTER,male,82,-71
1337,05-12-2023 01:25:00,ENTER,male,8,-70
1338,05-12-2023 01:30:00,EXIT,female,22,-71
1339,05-12-2023 01:35:00,ENTER,female,92,-70
1340,05-12-2023 01:40:00,ENTER,male,76,-69
1341,05-12-2023 01:45:00,EXIT,male,52,-70
1342,05-12-2023 01:50:00,EXIT,female,16,-71
1343,05-12-2023 01:55:00,ENTER,female,13,-70
1344,05-12-2023 02:00:00,ENTER,female,70,-69
1345,05-12-2023 02:05:00,ENTER,male,41,-68
1346,05-12-2023 02:10:00,EXIT,male,70,-69
1347,05-12-2023 02:15:00,EXIT,female,26,-70
1348,05-12-2023 02:20:00,ENTER,female,22,-69
1349,05-12-2023 02:25:00,EXIT,female,13,-70
1350,05-12-2023 02:30:00,ENTER,female,80,-69
1351,05-12-2023 02:35:00,ENTER,male,73,-68
1352,05-12-2023 02:40:00,ENTER,male,51,-67
1353,05-12-2023 02:45:00,ENTER,male,74,-66
1354,05-12-2023 02:50:00,EXIT,male,77,-67
1355,05-12-2023 02:55:00,ENTER,male,33,-66
1356,05-12-2023 03:00:00,EXIT,male,20,-67
1357,05-12-2023 03:05:00,ENTER,male,41,-66
1358,05-12-2023 03:10:00,EXIT,female,97,-67
1359,05-12-2023 03:15:00,EXIT,female,45,-68
1360,05-12-2023 03:20:00,ENTER,female,45,-67
1361,05-12-2023 03:25:00,EXIT,male,92,-68
1362,05-12-2023 03:30:00,EXIT,male,13,-69
1363,05-12-2023 03:35:00,ENTER,male,49,-68
1364,05-12-2023 03:40:00,ENTER,female,30,-67
1365,05-12-2023 03:45:00,EXIT,male,95,-68
1366,05-12-2023 03:50:00,EXIT,male,26,-69
1367,05-12-2023 03:55:00,EXIT,male,33,-70
1368,05-12-2023 04:00:00,EXIT,female,38,-71
1369,05-12-2023 04:05:00,ENTER,female,80,-70
1370,05-12-2023 04:10:00,EXIT,female,81,-71
1371,05-12-2023 04:15:00,EXIT,female,80,-72
1372,05-12-2023 04:20:00,EXIT,male,93,-73
1373,05-12-2023 04:25:00,EXIT,male,11,-74
1374,05-12-2023 04:30:00,ENTER,female,44,-73
1375,05-12-2023 04:35:00,ENTER,male,53,-72
1376,05-12-2023 04:40:00,ENTER,male,38,-71
1377,05-12-2023 04:45:00,ENTER,female,37,-70
1378,05-12-2023 04:50:00,ENTER,female,62,-69
1379,05-12-2023 04:55:00,EXIT,female,52,-70
1380,05-12-2023 05:00:00,EXIT,male,9,-71
1381,05-12-2023 05:05:00,ENTER,female,26,-70
1382,05-12-2023 05:10:00,ENTER,male,45,-69
1383,05-12-2023 05:15:00,ENTER,female,21,-68
1384,05-12-2023 05:20:00,EXIT,female,72,-69
1385,05-12-2023 05:25:00,ENTER,female,25,-68
1386,05-12-2023 05:30:00,EXIT,male,90,-69
1387,05-12-2023 05:35:00,EXIT,female,89,-70
1388,05-12-2023 05:40:00,EXIT,male,58,-71
1389,05-12-2023 05:45:00,EXIT,male,39,-72
1390,05-12-2023 05:50:00,ENTER,female,29,-71
1391,05-12-2023 05:55:00,ENTER,male,32,-70
1392,05-12-2023 06:00:00,EXIT,female,52,-71
1393,05-12-2023 06:05:00,EXIT,male,52,-72
1394,05-12-2023 06:10:00,EXIT,female,99,-73
1395,05-12-2023 06:15:00,ENTER,male,46,-72
1396,05-12-2023 06:20:00,ENTER,female,46,-71
1397,05-12-2023 06:25:00,ENTER,female,15,-70
1398,05-12-2023 06:30:00,ENTER,male,64,-69
1399,05-12-2023 06:35:00,EXIT,male,93,-70
1400,05-12-2023 06:40:00,ENTER,male,84,-69
1401,05-12-2023 06:45:00,ENTER,female,32,-68
1402,05-12-2023 06:50:00,ENTER,male,71,-67
1403,05-12-2023 06:55:00,EXIT,female,58,-68
1404,05-12-2023 07:00:00,ENTER,male,63,-67
1405,05-12-2023 07:05:00,EXIT,male,27,-68
1406,05-12-2023 07:10:00,EXIT,male,7,-69
1407,05-12-2023 07:15:00,EXIT,female,83,-70
1408,05-12-2023 07:20:00,EXIT,female,11,-71
1409,05-12-2023 07:25:00,ENTER,female,47,-70
1410,05-12-2023 07:30:00,ENTER,female,97,-69
1411,05-12-2023 07:35:00,EXIT,male,30,-70
1412,05-12-2023 07:40:00,ENTER,male,49,-69
1413,05-12-2023 07:45:00,EXIT,male,86,-70
1414,05-12-2023 07:50:00,ENTER,male,68,-69
1415,05-12-2023 07:55:00,EXIT,female,43,-70
1416,05-12-2023 08:00:00,EXIT,female,56,-71
1417,05-12-2023 08:05:00,EXIT,female,81,-72
1418,05-12-2023 08:10:00,ENTER,female,13,-71
1419,05-12-2023 08:15:00,ENTER,male,72,-70
1420,05-12-2023 08:20:00,EXIT,female,78,-71
1421,05-12-2023 08:25:00,ENTER,female,79,-70
1422,05-12-2023 08:30:00,ENTER,male,22,-69
1423,05-12-2023 08:35:00,ENTER,female,94,-68
1424,05-12-2023 08:40:00,EXIT,female,76,-69
1425,05-12-2023 08:45:00,EXIT,male,53,-70
1426,05-12-2023 08:50:00,EXIT,female,38,-71
1427,05-12-2023 08:55:00,EXIT,male,75,-72
1428,05-12-2023 09:00:00,ENTER,female,28,-71
1429,05-12-2023 09:05:00,ENTER,female,84,-70
1430,05-12-2023 09:10:00,EXIT,female,35,-71
1431,05-12-2023 09:15:00,ENTER,male,78,-70
1432,05-12-2023 09:20:00,EXIT,male,10,-71
1433,05-12-2023 09:25:00,EXIT,male,40,-72
1434,05-12-2023 09:30:00,ENTER,female,10,-71
1435,05-12-2023 09:35:00,ENTER,female,28,-70
1436,05-12-2023 09:40:00,EXIT,female,75,-71
1437,05-12-2023 09:45:00,ENTER,male,88,-70
1438,05-12-2023 09:50:00,ENTER,female,34,-69
1439,05-12-2023 09:55:00,EXIT,male,54,-70
1440,05-12-2023 10:00:00,EXIT,female,42,-71
1441,05-12-2023 10:05:00,EXIT,male,48,-72
1442,05-12-2023 10:10:00,ENTER,male,42,-71
1443,05-12-2023 10:15:00,EXIT,male,34,-72
1444,05-12-2023 10:20:00,ENTER,male,50,-71
1445,05-12-2023 10:25:00,EXIT,female,48,-72
1446,05-12-2023 10:30:00,EXIT,female,36,-73
1447,05-12-2023 10:35:00,EXIT,male,29,-74
1448,05-12-2023 10:40:00,EXIT,female,49,-75
1449,05-12-2023 10:45:00,EXIT,male,11,-76
1450,05-12-2023 10:50:00,ENTER,male,67,-75
1451,05-12-2023 10:55:00,ENTER,male,82,-74
1452,05-12-2023 11:00:00,EXIT,male,21,-75
1453,05-12-2023 11:05:00,ENTER,female,73,-74
1454,05-12-2023 11:10:00,ENTER,male,61,-73
1455,05-12-2023 11:15:00,ENTER,female,82,-72
1456,05-12-2023 11:20:00,ENTER,male,93,-71
1457,05-12-2023 11:25:00,ENTER,male,95,-70
1458,05-12-2023 11:30:00,ENTER,male,55,-69
1459,05-12-2023 11:35:00,ENTER,female,37,-68
1460,05-12-2023 11:40:00,ENTER,male,44,-67
1461,05-12-2023 11:45:00,EXIT,female,58,-68
1462,05-12-2023 11:50:00,ENTER,male,80,-67
1463,05-12-2023 11:55:00,ENTER,female,98,-66
1464,05-12-2023 12:00:00,EXIT,female,49,-67
1465,05-12-2023 12:05:00,ENTER,male,44,-66
1466,05-12-2023 12:10:00,ENTER,male,68,-65
1467,05-12-2023 12:15:00,ENTER,female,99,-64
1468,05-12-2023 12:20:00,EXIT,female,36,-65
1469,05-12-2023 12:25:00,ENTER,male,42,-64
1470,05-12-2023 12:30:00,EXIT,male,36,-65
1471,05-12-2023 12:35:00,EXIT,male,32,-66
1472,05-12-2023 12:40:00,EXIT,female,93,-67
1473,05-12-2023 12:45:00,EXIT,female,20,-68
1474,05-12-2023 12:50:00,ENTER,female,14,-67
1475,05-12-2023 12:55:00,ENTER,male,11,-66
1476,05-12-2023 13:00:00,ENTER,male,68,-65
1477,05-12-2023 13:05:00,ENTER,female,31,-64
1478,05-12-2023 13:10:00,EXIT,female,91,-65
1479,05-12-2023 13:15:00,ENTER,female,87,-64
1480,05-12-2023 13:20:00,EXIT,male,95,-65
1481,05-12-2023 13:25:00,ENTER,male,71,-64
1482,05-12-2023 13:30:00,EXIT,female,100,-65
1483,05-12-2023 13:35:00,EXIT,female,75,-66
1484,05-12-2023 13:40:00,EXIT,male,88,-67
1485,05-12-2023 13:45:00,ENTER,female,64,-66
1486,05-12-2023 13:50:00,ENTER,female,73,-65
1487,05-12-2023 13:55:00,EXIT,female,30,-66
1488,05-12-2023 14:00:00,EXIT,male,65,-67
1489,05-12-2023 14:05:00,EXIT,male,66,-68
1490,05-12-2023 14:10:00,ENTER,male,19,-67
1491,05-12-2023 14:15:00,EXIT,male,27,-68
1492,05-12-2023 14:20:00,EXIT,female,90,-69
1493,05-12-2023 14:25:00,EXIT,male,43,-70
1494,05-12-2023 14:30:00,EXIT,female,62,-71
1495,05-12-2023 14:35:00,ENTER,female,15,-70
1496,05-12-2023 14:40:00,ENTER,female,42,-69
1497,05-12-2023 14:45:00,EXIT,female,52,-70
1498,05-12-2023 14:50:00,ENTER,female,72,-69
1499,05-12-2023 14:55:00,ENTER,male,52,-68
1500,05-12-2023 15:00:00,EXIT,female,65,-69
1501,05-12-2023 15:05:00,EXIT,male,56,-70
1502,05-12-2023 15:10:00,ENTER,male,86,-69
1503,05-12-2023 15:15:00,ENTER,male,60,-68
1504,05-12-2023 15:20:00,ENTER,female,30,-67
1505,05-12-2023 15:25:00,EXIT,male,30,-68
1506,05-12-2023 15:30:00,ENTER,male,7,-67
1507,05-12-2023 15:35:00,EXIT,male,49,-68
1508,05-12-2023 15:40:00,EXIT,male,8,-69
1509,05-12-2023 15:45:00,ENTER,female,70,-68
1510,05-12-2023 15:50:00,EXIT,male,94,-69
1511,05-12-2023 15:55:00,ENTER,female,89,-68
1512,05-12-2023 16:00:00,EXIT,male,59,-69
1513,05-12-2023 16:05:00,EXIT,male,20,-70
1514,05-12-2023 16:10:00,EXIT,male,90,-71
1515,05-12-2023 16:15:00,EXIT,male,28,-72
1516,05-12-2023 16:20:00,ENTER,female,68,-71
1517,05-12-2023 16:25:00,ENTER,male,100,-70
1518,05-12-2023 16:30:00,EXIT,male,84,-71
1519,05-12-2023 16:35:00,EXIT,female,63,-72
1520,05-12-2023 16:40:00,EXIT,male,10,-73
1521,05-12-2023 16:45:00,ENTER,female,9,-72
1522,05-12-2023 16:50:00,EXIT,female,18,-73
1523,05-12-2023 16:55:00,ENTER,female,79,-72
1524,05-12-2023 17:00:00,ENTER,male,100,-71
1525,05-12-2023 17:05:00,ENTER,female,88,-70
1526,05-12-2023 17:10:00,EXIT,female,36,-71
1527,05-12-2023 17:15:00,ENTER,male,75,-70
1528,05-12-2023 17:20:00,ENTER,male,53,-69
1529,05-12-2023 17:25:00,ENTER,male,14,-68
1530,05-12-2023 17:30:00,EXIT,male,26,-69
1531,05-12-2023 17:35:00,ENTER,female,9,-68
1532,05-12-2023 17:40:00,EXIT,female,82,-69
1533,05-12-2023 17:45:00,EXIT,female,25,-70
1534,05-12-2023 17:50:00,EXIT,female,86,-71
1535,05-12-2023 17:55:00,ENTER,male,78,-70
1536,05-12-2023 18:00:00,EXIT,male,13,-71
1537,05-12-2023 18:05:00,EXIT,male,76,-72
1538,05-12-2023 18:10:00,EXIT,male,15,-73
1539,05-12-2023 18:15:00,EXIT,female,67,-74
1540,05-12-2023 18:20:00,ENTER,male,55,-73
1541,05-12-2023 18:25:00,EXIT,female,39,-74
1542,05-12-2023 18:30:00,EXIT,female,36,-75
1543,05-12-2023 18:35:00,EXIT,female,99,-76
1544,05-12-2023 18:40:00,EXIT,female,28,-77
1545,05-12-2023 18:45:00,ENTER,male,15,-76
1546,05-12-2023 18:50:00,ENTER,male,74,-75
1547,05-12-2023 18:55:00,EXIT,male,66,-76
1548,05-12-2023 19:00:00,ENTER,male,63,-75
1549,05-12-2023 19:05:00,EXIT,male,92,-76
1550,05-12-2023 19:10:00,ENTER,female,63,-75
1551,05-12-2023 19:15:00,ENTER,female,99,-74
1552,05-12-2023 19:20:00,EXIT,male,55,-75
1553,05-12-2023 19:25:00,EXIT,female,20,-76
1554,05-12-2023 19:30:00,EXIT,male,39,-77
1555,05-12-2023 19:35:00,ENTER,female,81,-76
1556,05-12-2023 19:40:00,EXIT,male,70,-77
1557,05-12-2023 19:45:00,EXIT,male,27,-78
1558,05-12-2023 19:50:00,EXIT,female,81,-79
1559,05-12-2023 19:55:00,EXIT,male,25,-80
1560,05-12-2023 20:00:00,EXIT,female,79,-81
1561,05-12-2023 20:05:00,ENTER,male,26,-80
1562,05-12-2023 20:10:00,EXIT,male,93,-81
1563,05-12-2023 20:15:00,EXIT,male,26,-82
1564,05-12-2023 20:20:00,ENTER,female,93,-81
1565,05-12-2023 20:25:00,EXIT,male,74,-82
1566,05-12-2023 20:30:00,EXIT,male,95,-83
1567,05-12-2023 20:35:00,EXIT,male,44,-84
1568,05-12-2023 20:40:00,ENTER,female,82,-83
1569,05-12-2023 20:45:00,ENTER,female,38,-82
1570,05-12-2023 20:50:00,ENTER,male,76,-81
1571,05-12-2023 20:55:00,EXIT,female,75,-82
1572,05-12-2023 21:00:00,EXIT,female,66,-83
1573,05-12-2023 21:05:00,ENTER,male,58,-82
1574,05-12-2023 21:10:00,EXIT,female,83,-83
1575,05-12-2023 21:15:00,ENTER,male,50,-82
1576,05-12-2023 21:20:00,ENTER,female,82,-81
1577,05-12-2023 21:25:00,EXIT,female,34,-82
1578,05-12-2023 21:30:00,ENTER,male,9,-81
1579,05-12-2023 21:35:00,EXIT,male,76,-82
1580,05-12-2023 21:40:00,EXIT,female,13,-83
1581,05-12-2023 21:45:00,EXIT,male,26,-84
1582,05-12-2023 21:50:00,ENTER,female,88,-83
1583,05-12-2023 21:55:00,EXIT,female,60,-84
1584,05-12-2023 22:00:00,ENTER,male,49,-83
1585,05-12-2023 22:05:00,ENTER,female,89,-82
1586,05-12-2023 22:10:00,ENTER,male,91,-81
1587,05-12-2023 22:15:00,EXIT,female,51,-82
1588,05-12-2023 22:20:00,ENTER,female,86,-81
1589,05-12-2023 22:25:00,EXIT,female,50,-82
1590,05-12-2023 22:30:00,EXIT,female,29,-83
1591,05-12-2023 22:35:00,ENTER,female,82,-82
1592,05-12-2023 22:40:00,EXIT,male,29,-83
1593,05-12-2023 22:45:00,ENTER,female,49,-82
1594,05-12-2023 22:50:00,EXIT,female,25,-83
1595,05-12-2023 22:55:00,ENTER,female,59,-82
1596,05-12-2023 23:00:00,EXIT,male,24,-83
1597,05-12-2023 23:05:00,EXIT,female,55,-84
1598,05-12-2023 23:10:00,ENTER,female,63,-83
1599,05-12-2023 23:15:00,EXIT,female,19,-84
1600,05-12-2023 23:20:00,EXIT,male,37,-85
1601,05-12-2023 23:25:00,EXIT,male,15,-86
1602,05-12-2023 23:30:00,EXIT,male,33,-87
1603,05-12-2023 23:35:00,EXIT,female,49,-88
1604,05-12-2023 23:40:00,ENTER,female,100,-87
1605,05-12-2023 23:45:00,ENTER,male,57,-86
1606,05-12-2023 23:50:00,ENTER,female,32,-85
1607,05-12-2023 23:55:00,EXIT,female,29,-86
1608,06-12-2023 00:00:00,EXIT,female,20,-87
1609,06-12-2023 00:05:00,EXIT,female,29,-88
1610,06-12-2023 00:10:00,EXIT,male,76,-89
1611,06-12-2023 00:15:00,EXIT,female,29,-90
1612,06-12-2023 00:20:00,EXIT,male,55,-91
1613,06-12-2023 00:25:00,ENTER,female,75,-90
1614,06-12-2023 00:30:00,EXIT,male,91,-91
1615,06-12-2023 00:35:00,ENTER,female,31,-90
1616,06-12-2023 00:40:00,ENTER,male,8,-89
1617,06-12-2023 00:45:00,ENTER,female,72,-88
1618,06-12-2023 00:50:00,EXIT,female,14,-89
1619,06-12-2023 00:55:00,EXIT,female,61,-90
1620,06-12-2023 01:00:00,EXIT,female,77,-91
1621,06-12-2023 01:05:00,EXIT,male,64,-92
